"Genotype","date","order","rank","no_modules_branching_mean","no_branch_crown_branching_mean","no_extension_crown_branching_mean","branching_length_mean","no_modules_branching_sd","no_branch_crown_branching_sd","no_extension_crown_branching_sd","branching_length_sd"
"Moutot",2022-04-19,1,5,0,0,0,0,0,0,0,0
"Moutot",2022-04-19,1,6,0,0,0,0,0,0,0,0
"Moutot",2022-04-19,1,7,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,1,8,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,2,5,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,2,6,0,0,0,0,0,0,0,0
"Moutot",2022-04-19,2,7,0,0,0,0,0,0,0,0
"Moutot",2022-04-19,2,8,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,2,9,0,0,0,0,0,0,0,0
"Moutot",2022-04-19,2,10,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,2,11,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,2,12,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,2,13,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,3,7,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,3,8,0,0,0,0,0,0,0,0
"Moutot",2022-04-19,3,9,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,3,10,0,0,0,0,0,0,0,0
"Moutot",2022-04-19,3,11,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,4,9,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,5,10,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,5,11,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,5,12,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,5,13,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,5,14,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,5,15,0,0,0,0,NA,NA,NA,NA
"Moutot",2022-04-19,5,16,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,0,1,1,0.5,0.5,2,1.54919333848297,0.836660026534076,0.836660026534076,3.3466401061363
"Osiris",2022-04-11,0,2,2,1,1,5.66666666666667,1.4142135623731,0.632455532033676,0.894427190999916,4.76095228569523
"Osiris",2022-04-11,0,3,0.833333333333333,0.333333333333333,0.5,1.83333333333333,1.32916013582513,0.516397779494322,0.836660026534076,2.85773803324704
"Osiris",2022-04-11,0,4,2.75,1.5,1.25,7.5,2.06155281280883,1,1.25830573921179,5.25991127935317
"Osiris",2022-04-11,0,5,2,1.25,0.75,4.5,2.70801280154532,1.25830573921179,1.5,7.04745817062199
"Osiris",2022-04-11,0,6,0.75,0.5,0.25,2.25,0.957427107756338,0.577350269189626,0.5,2.62995563967658
"Osiris",2022-04-11,0,7,0,0,0,0,0,0,0,0
"Osiris",2022-04-11,0,8,0,0,0,0,0,0,0,0
"Osiris",2022-04-11,0,9,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,0,10,2,1,1,5,NA,NA,NA,NA
"Osiris",2022-04-11,0,11,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,0,12,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,1,4,1,0.5,0.5,3,1.4142135623731,0.707106781186548,0.707106781186548,4.24264068711928
"Osiris",2022-04-11,1,5,0,0,0,0,0,0,0,0
"Osiris",2022-04-11,1,6,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,1,7,0,0,0,0,0,0,0,0
"Osiris",2022-04-11,1,8,0.666666666666667,0.333333333333333,0.333333333333333,1.33333333333333,1.15470053837925,0.577350269189626,0.577350269189626,2.3094010767585
"Osiris",2022-04-11,1,9,0,0,0,0,0,0,0,0
"Osiris",2022-04-11,1,10,0,0,0,0,0,0,0,0
"Osiris",2022-04-11,1,11,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,1,13,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,1,14,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,1,15,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,2,6,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,2,7,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,2,8,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,2,9,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,2,10,0.666666666666667,0.333333333333333,0.333333333333333,1.33333333333333,1.15470053837925,0.577350269189626,0.577350269189626,2.3094010767585
"Osiris",2022-04-11,2,11,0,0,0,0,0,0,0,0
"Osiris",2022-04-11,2,12,0,0,0,0,0,0,0,0
"Osiris",2022-04-11,2,13,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,2,16,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,2,17,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,2,18,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,3,12,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,3,13,0,0,0,0,0,0,0,0
"Osiris",2022-04-11,3,14,0,0,0,0,0,0,0,0
"Osiris",2022-04-11,3,15,0,0,0,0,0,0,0,0
"Osiris",2022-04-11,3,16,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,4,15,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,4,16,0,0,0,0,NA,NA,NA,NA
"Osiris",2022-04-11,4,17,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,0,1,0,0,0,0,0,0,0,0
"Rubis",2022-04-19,0,2,0,0,0,0,0,0,0,0
"Rubis",2022-04-19,0,3,0,0,0,0,0,0,0,0
"Rubis",2022-04-19,0,4,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,0,5,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,0,6,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,0,7,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,1,2,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,1,3,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,1,4,0,0,0,0,0,0,0,0
"Rubis",2022-04-19,1,5,0,0,0,0,0,0,0,0
"Rubis",2022-04-19,1,6,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,1,7,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,1,8,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,2,3,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,2,6,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,2,7,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,2,8,0,0,0,0,0,0,0,0
"Rubis",2022-04-19,2,9,0.5,0.5,0,1,0.707106781186548,0.707106781186548,0,1.4142135623731
"Rubis",2022-04-19,2,10,0,0,0,0,0,0,0,0
"Rubis",2022-04-19,2,11,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,2,12,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,2,13,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,2,14,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,2,15,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,2,16,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,2,17,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,2,18,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,2,19,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,2,20,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,3,4,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,3,5,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,3,9,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,3,10,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,3,11,0,0,0,0,0,0,0,0
"Rubis",2022-04-19,4,6,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,4,7,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,4,8,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,4,9,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,4,10,2,1,1,9,NA,NA,NA,NA
"Rubis",2022-04-19,4,11,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,4,12,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,4,13,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,4,14,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,4,15,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,4,16,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,4,17,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,5,12,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,5,13,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,5,14,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,5,15,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,6,16,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,6,17,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,6,18,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,6,19,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,6,20,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,6,21,0,0,0,0,NA,NA,NA,NA
"Rubis",2022-04-19,6,22,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,0,1,1.66666666666667,0.5,1.16666666666667,3.5,2.65832027165025,0.836660026534076,1.83484785926972,5.50454357780915
"Sanié",2022-04-19,0,2,2.75,0.75,2,6,1.89296944860009,0.5,1.4142135623731,4.08248290463863
"Sanié",2022-04-19,0,3,1,0.333333333333333,0.666666666666667,2.33333333333333,1.73205080756888,0.577350269189626,1.15470053837925,4.04145188432738
"Sanié",2022-04-19,0,4,0,0,0,0,0,0,0,0
"Sanié",2022-04-19,0,5,3,1,2,9,NA,NA,NA,NA
"Sanié",2022-04-19,0,6,2,1,1,3,NA,NA,NA,NA
"Sanié",2022-04-19,0,7,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,0,8,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,1,2,0,0,0,0,0,0,0,0
"Sanié",2022-04-19,1,3,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,1,4,0,0,0,0,0,0,0,0
"Sanié",2022-04-19,1,5,0,0,0,0,0,0,0,0
"Sanié",2022-04-19,1,6,0,0,0,0,0,0,0,0
"Sanié",2022-04-19,1,7,0,0,0,0,0,0,0,0
"Sanié",2022-04-19,1,8,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,1,9,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,1,10,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,1,11,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,1,12,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,2,3,1.5,0.5,1,3,2.12132034355964,0.707106781186548,1.4142135623731,4.24264068711928
"Sanié",2022-04-19,2,4,2,1,1,5,NA,NA,NA,NA
"Sanié",2022-04-19,2,5,0,0,0,0,0,0,0,0
"Sanié",2022-04-19,2,6,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,2,7,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,2,8,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,2,9,0,0,0,0,0,0,0,0
"Sanié",2022-04-19,2,10,0,0,0,0,0,0,0,0
"Sanié",2022-04-19,2,11,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,2,13,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,2,14,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,3,4,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,3,5,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,3,6,0,0,0,0,0,0,0,0
"Sanié",2022-04-19,3,7,1,0.5,0.5,2,1.4142135623731,0.707106781186548,0.707106781186548,2.82842712474619
"Sanié",2022-04-19,3,8,0,0,0,0,0,0,0,0
"Sanié",2022-04-19,3,9,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,3,11,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,3,12,0,0,0,0,0,0,0,0
"Sanié",2022-04-19,3,13,0,0,0,0,0,0,0,0
"Sanié",2022-04-19,3,14,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,4,9,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,4,10,0,0,0,0,0,0,0,0
"Sanié",2022-04-19,4,11,0,0,0,0,0,0,0,0
"Sanié",2022-04-19,4,12,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,5,12,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,5,13,0,0,0,0,0,0,0,0
"Sanié",2022-04-19,5,14,0,0,0,0,0,0,0,0
"Sanié",2022-04-19,5,15,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,6,15,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,6,16,0,0,0,0,NA,NA,NA,NA
"Sanié",2022-04-19,6,17,0,0,0,0,NA,NA,NA,NA
"Sans rivale",2022-04-05,0,1,1.33333333333333,0.333333333333333,1,3,2.3094010767585,0.577350269189626,1.73205080756888,5.19615242270663
"Sans rivale",2022-04-05,0,2,2,0.666666666666667,1.33333333333333,4,2,0.577350269189626,1.52752523165195,4.58257569495584
"Sans rivale",2022-04-05,0,3,2.66666666666667,1,1.66666666666667,6.66666666666667,0.577350269189626,0,0.577350269189626,1.52752523165195
"Sans rivale",2022-04-05,0,4,5.66666666666667,2.33333333333333,3.33333333333333,15.6666666666667,5.5075705472861,2.3094010767585,3.21455025366432,17.6729548557487
"Sans rivale",2022-04-05,0,5,0.333333333333333,0.333333333333333,0,1.33333333333333,0.577350269189626,0.577350269189626,0,2.3094010767585
"Sans rivale",2022-04-05,0,6,1,0.333333333333333,0.666666666666667,1.33333333333333,1.73205080756888,0.577350269189626,1.15470053837925,2.3094010767585
"Sans rivale",2022-04-05,0,7,0,0,0,0,0,0,0,0
"Sans rivale",2022-04-05,0,8,0,0,0,0,0,0,0,0
"Sans rivale",2022-04-05,0,9,1.5,1,0.5,3.5,0.707106781186548,0,0.707106781186548,3.53553390593274
"Sans rivale",2022-04-05,0,10,0,0,0,0,0,0,0,0
"Sans rivale",2022-04-05,1,7,0,0,0,0,NA,NA,NA,NA
"Sans rivale",2022-04-05,1,8,0,0,0,0,NA,NA,NA,NA
"Sans rivale",2022-04-05,1,9,0,0,0,0,NA,NA,NA,NA
"Sans rivale",2022-04-05,1,11,0,0,0,0,0,0,0,0
"Sans rivale",2022-04-05,1,12,0,0,0,0,0,0,0,0
"Sans rivale",2022-04-05,1,13,0,0,0,0,NA,NA,NA,NA
"Sans rivale",2022-04-05,2,13,0,0,0,0,NA,NA,NA,NA
"Sans rivale",2022-04-05,2,14,0,0,0,0,0,0,0,0
"Sans rivale",2022-04-05,2,15,0,0,0,0,0,0,0,0
"Sans rivale",2022-04-05,3,16,0,0,0,0,NA,NA,NA,NA
"Sans rivale",2022-04-05,3,17,0,0,0,0,NA,NA,NA,NA
